2022-04-21 14:32:11,560 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2022-04-21 14:33:40,557 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.jar
2022-04-21 14:33:40,985 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.jar
2022-04-21 14:33:41,204 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.pom
2022-04-21 14:33:41,466 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo1.maven.org/maven2/co/ntier/spring-mvc-archetype/1.0.2/spring-mvc-archetype-1.0.2.pom
2022-04-21 14:33:52,917 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' D:\java_Hexa_March\SpringMvcDemos\SpringMvcDemo1\pom.xml
2022-04-21 14:34:05,928 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.jar
2022-04-21 14:34:06,284 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.jar
2022-04-21 14:34:07,057 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.pom
2022-04-21 14:34:07,246 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/2.0.2/maven-compiler-plugin-2.0.2.pom
2022-04-21 14:34:07,434 [Worker-10: Creating spring-mvc-archetype] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-plugins/8/maven-plugins-8.pom
